"name","symbol","CIK"
"CRITICAL PATH","CPTH",NULL
"CRITICARE SYS","CXIM",NULL
"CRONOS GROUP","CRNS",NULL
"CROSS COUNTRY","CCRN","0001141103"
"CROSSROADS SYS","CRDS",NULL
"CROSSTEX ENERGY UN","XTEX","0001179060"
"CROSSWAVE COMMS ADR","CWCI",NULL
"CROWN ANDERSEN","CRAN",NULL
"CRUCELL NV ADR","CRXL",NULL
"CRYO CELL INTL","CCEL",NULL
"CRYPTOLOGIC","CRYP",NULL
"CRYSTAL SYSTEMS","CRYS",NULL
"CSG SYST INTL","CSGS","0001005757"
"CSK ADR","CSKKY",NULL
"CSP","CSPI",NULL
"CT BANCSHARES","SBMC",NULL
"CT COMMUNICATION","CTCI","0000023259"
"CTI INDUSTRIES","CTIB",NULL
"CTI MOLECULAR","CTMI",NULL
"CUBIST PHARM","CBST",NULL
"CUMULUS MEDIA","CMLS","0001058623"
"CUNO","CUNO",NULL
"CURAGEN","CRGN","0001030653"
"CURATIVE HLTH","CURE",NULL
"CURIS","CRIS","0001108205"
"CURON MEDICAL","CURN","0001114365"
"CUTTER BUCK","CBUK",NULL
"CV THERAPEUTICS","CVTX",NULL
"CVB FINANCIAL","CVBF",NULL
"CYANOTECH","CYAN",NULL
"CYBERONICS","CYBX",NULL
"CYBEROPTICS","CYBE",NULL
"CYBERSOURCE","CYBS",NULL
"CYLINK","CYLK",NULL
"CYMER","CYMI",NULL
"CYPRESS BIO","CYPB",NULL
"CYSIVE","CYSV",NULL
"CYTOGEN","CYTO",NULL
"CYTRX","CYTR",NULL
"CYTYC","CYTC",NULL
"D & K HLTHCARE","DKWD",NULL
"D&E COMM","DECC","0001011737"
"DA CONSULTING","DACG",NULL
"DAG MEDIA","DAGM",NULL
"DAI EI INC","DAIEY",NULL
"DAILY JOURNAL","DJCO",NULL
"DAISYTEK INTL","DZTK",NULL
"DAKTRONICS","DAKT",NULL
"DALLAS GOLD","DGSE",NULL
"DAMPSKI TORM ADR","TRMD",NULL
"DANKA BUSINESS ADR","DANKY",NULL
"DASSAULT SYSTEM ADR","DASTY",NULL
"DATA IO","DAIO",NULL
"DATA SYS SOFTWAR","DSSI",NULL
"DATAKEY","DKEY",NULL
"DATALINK","DTLK","0001056923"
"DATAMIRROR TK","DMCX",NULL
"DATARAM","DRAM",NULL
"DATASCOPE","DSCP",NULL
"DATASTREAM SYS","DSTM",NULL
"DATATEC SYSTEMS","DATC",NULL
"DATATRAK INTL","DATA",NULL
"DATAWATCH","DWCH",NULL
"DAUGHERTY RSCS","NGAS",NULL
"DAWSON GEOPHYSIC","DWSN",NULL
"DDI","DDIC","0001104252"
"DEARBORN BANCORP","DEAR",NULL
"DEB SHOPS","DEBS",NULL
"DECKERS OUTDOOR","DECK",NULL
"DECODE GENETICS","DCGN","0001022974"
"DECOMA INTL","DECA",NULL
"DECTRON INTL","DECT",NULL
"DELCATH SYSTEMS","DCTH",NULL
"DELIAS STK A","DLIA",NULL
"DELL COMPUTER","DELL",NULL
"DELPHAX TECH","DLPX",NULL
"DELTA GALILEE ADR","DELT",NULL
"DELTA NAT GAS","DGAS",NULL
"DELTA PETE","DPTR",NULL
"DELTAGEN","DGEN",NULL
"DELTATHREE","DDDC","0001086740"
"DENDREON","DNDN","0001107332"
"DENDRITE INTL","DRTE",NULL
"DENISON INTL ADR","DENHY",NULL
"DENTSPLY INTL","XRAY",NULL
"DESCARTES SYSTEM","DSGX",NULL
"DESERT COMM BANK","DCBK",NULL
"DESWELL INDS","DSWL",NULL
"DETREX","DTRX",NULL
"DETWILER MITCHEL","DMCO",NULL
"DEVCON INTL","DEVC",NULL
"DF CHINA TECH","DFCT",NULL
"DIACRIN","DCRN",NULL
"DIALOG SEMICONDUCTOR ADR","DLGS",NULL
"DIALYSIS AMER","DCAI","0000201653"
"DIAMETRICS MED","DMED",NULL
"DIAMOND HILL IN","DHIL",NULL
"DIAMONDCLUSTER STK A","DTPI",NULL
"DIANON SYSTEMS","DIAN",NULL
"DICE","DICEC",NULL
"DICKIE WALKER","DWMA",NULL
"DIEDRICH COFFEE","DDRX",NULL
"DIGENE","DIGE",NULL
"DIGEX","DIGX",NULL
"DIGI GEN SYST","DGIT",NULL
"DIGI INTL","DGII",NULL
"DIGIMARC","DMRC","0001089443"
"DIGITAL FUSION","DIGF",NULL
"DIGITAL IMPACT","DIGI",NULL
"DIGITAL INSIGHT","DGIN","0001037275"
"DIGITAL LIGHTW","DIGL","0001016100"
"DIGITAL RECORD","TBUS",NULL
"DIGITAL RIVER","DRIV","0001062530"
"DIGITAL VIDEO","DVID",NULL
"DIGITALTHINK","DTHK",NULL
"DIGITAS","DTAS","0001100885"
"DIME COMMUNITY","DCOM","0001005409"
"DIODES","DIOD","0000029002"
"DIONEX","DNEX",NULL
"DIRECT INSITE","DIRI",NULL
"DISC","DCSR",NULL
"DISCOVERY LABS","DSCO",NULL
"DISCOVERY PTNRS","DPII","0001113148"
"DITECH COMMS","DITC",NULL
"DIVERSA","DVSA","0001049210"
"DIVERSINET","DVNTC",NULL
"DIVINE STK A","DVIN",NULL
"DIXIE GROUP","DXYN","0000029332"
"DMI FURNITURE","DMIF",NULL
"DOCENT","DCNT",NULL
"DOCUCORP INTL","DOCC",NULL
"DOCUMENT SCIENCE","DOCX","0001016831"
"DOCUMENTUM","DCTM",NULL
"DOLLAR TREE","DLTR",NULL
"DOMINION HOMES","DHOM",NULL
"DONEGAL GROUP","DGICA",NULL
"DONEGAL GROUP","DGICB",NULL
"DOREL INDUSTRIES STK B","DIIBF",NULL
"DOUBLE EAGLE","DBLE","0000029834"
"DOUBLECLICK","DCLK",NULL
"DOV PHARMA","DOVP","0001066833"
"DPAC TECHNOLOGIES CORP (USA)","DPAC",NULL
"DRAXIS HEALTH","DRAX",NULL
"DRESS BARN","DBRN",NULL
"DREXLER TECH","DRXR",NULL
"DREYERS GRAND","DRYR",NULL
"DRUGMAX","DMAX",NULL
"DRUGSTORE COM","DSCM","0001086467"
"DSG INTL","DSGIF",NULL
"DSI TOYS","DSIT",NULL
"DSL NET","DSLN","0001085866"
"DSP GROUP","DSPG",NULL
"DT INDS","DTII",NULL
"DTA HOLDING ADR","DTAGY",NULL
"DUCKWALL ALCOW","DUCK",NULL
"DUPONT PHOTOMSK","DPMI",NULL
"DURA AUTO SYS","DRRA","0001016177"
"DURASWITCH INDS","DSWT",NULL
"DURATEK","DRTK",NULL
"DURBAN DEEP ADR","DROOY",NULL
"DURECT","DRRX","0001082038"
"DUSA PHARM","DUSA",NULL
"DUTCHFORK BANCSHARES","DFBS",NULL
"DXP ENTERPRISES","DXPE","0001020710"
"DYAX","DYAX",NULL
"DYNACQ INTL","DYII",NULL
"DYNAMIC MATRL","BOOM",NULL
"DYNAMIC OIL GAS STK F","DYOLF",NULL
"DYNAMICS RSC","DRCO","0000030822"
"DYNATRONICS","DYNT",NULL
"DYNTEK","DYTK",NULL
"E COM VENTURES","ECMV",NULL
"E LOAN","EELN",NULL
"E PIPHANY","EPNY",NULL
"EAGLE BANCORP","EGBN","0001050441"
"EAGLE FOOD CTR","EGLE","0001322439"
"EAGLE SUPPLY GP","EEGL",NULL
"EARTHLINK","ELNK","0001102541"
"EARTHSHELL","ERTH",NULL
"EAST PENN BANK","EPEN","0001220483"
"EAST WEST BANCP","EWBC","0001069157"
"EASYLINK SVCS STK A","EASY",NULL
"EATERIES","EATS",NULL
"EBAY","EBAY",NULL
"EBENX","EBNX",NULL
"EBIX COM","EBIX",NULL
"EBOOKERS ADR","EBKR",NULL
"ECB BANCORP","ECBE","0001066254"
"ECHELON","ELON","0000031347"
"ECHOSTAR COMM STK A","DISH","0001001082"
"ECI TELECOM","ECIL",NULL
"ECILPSYS","ECLP","0001034088"
"ECOLLEGE COM","ECLG","0001085653"
"ECTEL","ECTX",NULL
"EDAP TMS ADR","EDAP",NULL
"EDELBROCK","EDEL",NULL
"EDEN BIOSCIENCE","EDEN",NULL
"EDGAR ONLINE","EDGR",NULL
"EDGE PETROLEUM","EPEX","0001021010"
"EDGEWATER TECH","EDGW","0001017968"
"EDISON SCHOOLS","EDSN",NULL
"EDUCATION MGMT","EDMC",NULL
"EDUCATIONAL DEV","EDUC",NULL
"EFUNDS","EFDS","0001109190"
"EGAIN COMMS","EGAN",NULL
"EGL","EAGL","0001001718"
"EIDOS ADR","EIDSY",NULL
"ELAMEX SA DE CV","ELAM",NULL
"ELBIT MEDICAL","EMITF",NULL
"ELBIT SYSTEMS","ESLT",NULL
"ELBIT VISION","EVSN",NULL
"ELDER BEERMAN","EBSC",NULL
"ELECTRIC FUEL","EFCX",NULL
"ELECTRO","ESIO",NULL
"ELECTRO RENT","ELRC",NULL
"ELECTRO SENSORS","ELSE",NULL
"ELECTROGLAS","EGLS",NULL
"ELECTROLUX ADR","ELUX",NULL
"ELECTRONIC ARTS","ERTS",NULL
"ELECTRONIC CLEAR","ECHO",NULL
"ELECTRONICS IMAG","EFII",NULL
"ELITE INFO GRP","ELTE",NULL
"ELIZABETH ARDEN","RDEN",NULL
"ELMER'S RESTS","ELMS",NULL
"ELMIRA SVGS BANK","ESBK",NULL
"ELOQUENT","ELOQ",NULL
"ELOYALTY","ELOY","0001094348"
"ELRON ELTR","ELRN",NULL
"ELTEK","ELTK",NULL
"ELTR BOUTIQUE","ELBO",NULL
"ELXSI","ELXS",NULL
"EMBARCADERO TECH","EMBT","0001107112"
"EMBREX","EMBX",NULL
"EMC INSURANCE","EMCI",NULL
"EMCO","EMLTF",NULL
"EMCORE","EMKR",NULL
"EMERGE INTERACT","EMRG","0001092605"
"EMISPHERE","EMIS",NULL
"EMMIS COMMS STK A","EMMS",NULL
"EMPIRE FED BANC","EFBC",NULL
"EMS TECH","ELMG",NULL
"EN POINTE TECH","ENPT",NULL
"ENCORE MEDICAL","ENMC",NULL
"ENCORE WIRE","WIRE",NULL
"ENDO PHARM HLDGS","ENDP","0001100962"
"ENDOCARDIAL SOL","ECSI",NULL
"ENDOLOGIX","ELGX","0001013606"
"ENDWAVE","ENWV","0001118941"
"ENERGY CONV","ENER",NULL
"ENERGY WEST","EWST",NULL
"ENERGYSOUTH","ENSI",NULL
"ENG SUPPORT","EASI",NULL
"ENGEL GENL DEV","ENGEF",NULL
"ENSTAR GROUP","ESGR",NULL
"ENTEGRIS","ENTG",NULL
"ENTERAA ENERGY","EENC",NULL
"ENTREMED","ENMD",NULL
"ENTROPIN","ETOP",NULL
"ENTRUST INC","ENTU","0001031283"
"ENTRX","ENTX",NULL
"ENVIROGEN","ENVG",NULL
"ENVOY COMM GP","ECGI",NULL
"ENZON","ENZN",NULL
"EON COMMS","EONC",NULL
"EON LABS","ELAB",NULL
"EP MEDSYSTEMS","EPMD",NULL
"EPICOR SOFTWARE","EPIC",NULL
"EPIMMUNE","EPMN",NULL
"EPIQ SYSTEMS","EPIQ","0001027207"
"EPIX MEDICAL","EPIX","0001027702"
"EPLUS","PLUS",NULL
"EPOCH BIOSCI","EBIO",NULL
"EPRESENCE","EPRE",NULL
"EQUITABLE BANK","EQSB",NULL
"EQUITEX","EQTX",NULL
"EQUITY MARKETING","EMAK",NULL
"EQUITY OIL","EQTY",NULL
"ERESEARCHTECH","ERES","0001026650"
"ERIE INDEMNITY STK A","ERIE",NULL
"EROOM SYS TECH","ERMS",NULL
"ESB FINANCIAL","ESBF",NULL
"ESCALADE","ESCA",NULL
"ESCALON MEDICAL","ESMC",NULL
"ESG RE LTD","ESREE",NULL
"ESPEED","ESPD","0001094831"
"ESPERION THERA","ESPR",NULL
"ESS TECHNOLOGY","ESST",NULL
"ESSENTIAL THERA","ETRX",NULL
"ESTRN VIRGINIA","EVBS","0001047170"
"EUNIVERSE","EUNI",NULL
"EURO TECH HLDGS","CLWT",NULL
"EURONET WRLDWDE","EEFT","0001029199"
"EUROTRUST AS ADR","EURO",NULL
"EUROWEB INTL","EWEB",NULL
"EVANS & SUTHERL","ESCC",NULL
"EVANS BANCORP","EVBN",NULL
"EVCI CAREER COLL","EVCI",NULL
"EVERCEL","EVRC",NULL
"EVERGREEN SOLAR","ESLR",NULL
"EVERLAST WORLDW","EVST",NULL
"EVERTRUST FINL","EVRT",NULL
"EVOLVE SOFTWARE","EVLV",NULL
"EVOLVING SYSTEMS","EVOL","0001052054"
"EXABYTE","EXBT",NULL
"EXACT SCIENCES","EXAS","0001124140"
"EXACTECH","EXAC",NULL
"EXAR","EXAR",NULL
"EXCEL TECHNOLOGY","XLTC",NULL
"EXCELLIGENCE","LRNS",NULL
"EXCH NATL BANC","EXJF",NULL
"EXCO RES","EXCO",NULL
"EXE TECHNOLOGIES","EXEED",NULL
"EXELIXIS","EXEL",NULL
"EXFO ELECTRO OPT","EXFO",NULL
"EXPEDIA","EXPE","0001324424"
"EXPEDITORS","EXPD",NULL
"EXPLORATION CO","TXCO",NULL
"EXPONENT","EXPO",NULL
"EXPRESS SCRIPTS","ESRX",NULL
"EXTENDED SYSTEMS","XTND",NULL
"EXTENSITY","EXTN",NULL
"EXTREME NETWRKS","EXTR",NULL
"EXULT","EXLT",NULL
"EZCORP","EZPW",NULL
"EZENIA","EZEN",NULL
"F & M","FMBN",NULL
"F A O INC","FAOOQ",NULL
"F&P HEALTHCARE ADR","FPHC",NULL
"F5 NETWORKS","FFIV",NULL
"FACTORY 2U STRS","FTUS",NULL
"FACTUAL DATA","FDCC",NULL
"FAIRMARKET","FAIM","0001053676"
"FALCONSTORE SFTW","FALC",NULL
"FAMILY STEAK HS","RYFL",NULL
"FAMOUS DAVES","DAVE","0001021270"
"FARGO ELECTRNCS","FRGO","0001098834"
"FARMER BROS","FARM",NULL
"FARMERS CAPITOL","FFKT",NULL
"FARO TECHNOLOG","FARO",NULL
"FASTENAL","FAST",NULL
"FASTNET","FSST",NULL
"FAUQUIER BANK","FBSS","0001083643"
"FEATHERLITE","FTHR",NULL
"FEDERAL SCREW","FSCR",NULL
"FEDERAL TRUST","FDTR",NULL
"FEI COMPANY","FEIC",NULL
"FFD FINL","FFDF",NULL
"FFLC BANCORP","FFLC",NULL
"FFW","FFWC",NULL
"FIBERCORE","FBCE",NULL
"FIBERNET TELECOM","FTGX","0001001868"
"FIBRESTARS","FBST",NULL
"FIDELITY","FNIS",NULL
"FIDELITY BANCORP","FSBI",NULL
"FIDELITY BANCP","FBCI",NULL
"FIDELITY BNKSH","FFFL","0001028336"
"FIDELITY FED","FFED",NULL
"FIDELITY NATL","LION",NULL
"FIFTH THIRD BANC","FITB",NULL
"FILENET","FILE",NULL
"FINANCIAL IND","FNIN",NULL
"FINDWHAT COM","FWHT",NULL
"FINGER LAKES","FLBC",NULL
"FINISAR","FNSR",NULL
"FINISH LINE","FINL",NULL
"FINISHMASTER","FMST",NULL
"FINL INSTITUTNS","FISI",NULL
"FINLAY ENTER","FNLY",NULL
"FIR MIDWEST FIN","CASH",NULL
"FIREPOND","FIRE",NULL
"FIRST ALBANY","FACT",NULL
"FIRST BANCP IN","FBEI",NULL
"FIRST BANCTRUST","FBTC","0001129847"
"FIRST BELL BANC","FBBC",NULL
"FIRST BUSEY","BUSE","0000314489"
"FIRST CAPITAL","FCAP","0001070296"
"FIRST CASH FINL","FCFS",NULL
"FIRST CHARTER","FCTR",NULL
"FIRST CITIZENS STK A","FCNCA",NULL
"FIRST COLONIAL","FTCG",NULL
"FIRST COMM BANC","FCBC",NULL
"FIRST COMMUNITY","FCCO",NULL
"FIRST CONSULTING","FCGI",NULL
"FIRST DEFIANCE","FDEF",NULL
"FIRST ESSEX","FESX",NULL
"FIRST FED","FFKY",NULL
"FIRST FED CAP","FTFC",NULL
"FIRST FED OHIO","FFBZ",NULL
"FIRST FIN HLDS","FFCH",NULL
"FIRST FIN INDIAN","THFF",NULL
"FIRST FINANCIAL","FFBC",NULL
"FIRST FRANKLIN","FFHS",NULL
"FIRST GEORGIA","FGHC",NULL
"FIRST HEALTH","FHCC",NULL
"FIRST INDIANA","FINB",NULL
"FIRST LONG ISL","FLIC",NULL
"FIRST M F","FMFC",NULL
"FIRST MERCHANTS","FRME",NULL
"FIRST MIDWEST","FMBI",NULL
"FIRST MUTUAL","FMSB",NULL
"FIRST NILES FINL","FNFI",NULL
"FIRST OAK BROOK","FOBB",NULL
"FIRST PACTRUST","FPTB","0001169770"
"FIRST PRF CAP UN","FBNKM",NULL
"FIRST REGIONAL","FRGB",NULL
"FIRST SENTINEL","FSLA",NULL
"FIRST SO BANCP","FSBK","0001027183"
"FIRST STATE BNCP","FSNM",NULL
"FIRST UTD","FUNC",NULL
"FIRST VIRTUAL","FVCX",NULL
"FIRSTBANK","FBMI",NULL
"FIRSTBANK NW","FBNW",NULL
"FIRSTCITY FINL","FCFC",NULL
"FIRSTMERIT","FMER",NULL
"FIRSTSERVICE","FSRV",NULL
"FIRSTWAVE TECH","FSTW",NULL
"FISCHER IMAGING","FIMG",NULL
"FISERV","FISV",NULL
"FISHER COMMS","FSCI","0001034669"
"FLAG FINANCIAL","FLAG",NULL
"FLAMEL TECHNOL ADR","FLML",NULL
"FLAMEMASTER","FAME",NULL
"FLANDERS","FLDR",NULL
"FLEXSTEEL","FLXS",NULL
"FLEXTRONICS INTL","FLEX",NULL
"FLIR SYSTEMS","FLIR",NULL
"FLORIDA BANKS","FLBK",NULL
"FLORIDAFIRST","FFBK",NULL
"FLOW INTL","FLOW",NULL
"FLUSHING FINL","FFIC",NULL
"FMS FINANCIAL","FMCO",NULL
"FNB CORP FL","FBAN",NULL
"FNB FINCL SVCS","FNBF",NULL
"FNB NC","FNBN",NULL
"FNB VA","FNBP","0001010961"
"FOAMEX INTL INC","FMXI",NULL
"FOCUS ENHANC","FCSE",NULL
"FOG CUTTER CAP","FCCG","0001048566"
"FONAR","FONR",NULL
"FOOD TECH SVC","VIFL",NULL
"FOOTHILL IND","FOOT",NULL
"FORBES MEDI","FMTI",NULL
"FORGENT NETWORKS","FORG",NULL
"FORMULA SYSTEMS ADR","FORTY",NULL
"FORRESTER RESEA","FORR","0001023313"
"FORWARD AIR","FWRD",NULL
"FORWARD INDS","FORD",NULL
"FOSSIL","FOSL",NULL
"FOTOBALL USA","FUSA",NULL
"FOUNDRY NETWRKS","FDRY","0001090071"
"FOUNTAIN PWRBOAT","FPWR",NULL
"FPIC INSURANCE","FPIC","0001010247"
"FRANKFORT FST","FKKY",NULL
"FRANKLIN","FELE",NULL
"FRANKLIN BANCP","FBCP",NULL
"FRANKLIN FINL","FNFN",NULL
"FREDS","FRED",NULL
"FREEMARKETS","FMKT",NULL
"FRESH BRANDS","FRSH",NULL
"FRESH CHOICE","SALD",NULL
"FRIEDMANS STK A","FRDM",NULL
"FRISCO BAY INDS","FBAY",NULL
"FRONTIER AIR","FRNT",NULL
"FRONTIER FINL","FTBK",NULL
"FRONTSTEP","FSTP",NULL
"FROZEN FOOD","FFEX",NULL
"FRST FEDL BANCSH","FFBI","0001113107"
"FSF FINANCIAL","FFHH",NULL
"FSI INTL","FSII",NULL
"FST AVIATION SV","FAVS",NULL
"FST BANCSHARES","FBSI",NULL
"FST CITIZNS BANC","FCZA",NULL
"FST CMNTY BANCP","FCBP","0001102112"
"FST FED BANC ARK","FFBH","0001006424"
"FST FED BNKSHS","FFSX",NULL
"FST FIN BNKSHRS","FFIN",NULL
"FST HORIZON PHM","FHRX","0001106773"
"FST INDEPENDENCE","FFSL",NULL
"FST INVEST FINL","FIFS",NULL
"FST KANSAS FINL","FKAN",NULL
"FST KEYSTONE","FKFS",NULL
"FST MARINER BNCP","FMAR",NULL
"FST NATL BNSHRS","FBMT","0001067077"
"FST NIAGARA FINL","FNFGD",NULL
"FST NTL LINCOLN","FNLC",NULL
"FST PLACE FINL","FPFC",NULL
"FST SECFED FINL","FSFF",NULL
"FSTFED BANCORP","FFDB",NULL
"FTD COM STK A","FTDI",NULL
"FUEL TECH","FTEK",NULL
"FUELCELL ENERGY","FCEL",NULL
"FUJI PHOTO FILM ADR","FUJIY",NULL
"FULTON FINANCIAL","FULT",NULL
"FUNDTECH","FNDT",NULL
"FUTUREMEDIA ADR","FMDAY",NULL
"FX ENERGY","FXEN",NULL
"G III APPAREL","GIII",NULL
"G WILLI FOOD","WILCF",NULL
"G&K SERVICES STK A","GKSRA",NULL
"GADZOOKS","GADZ",NULL
"GAIAM STK A","GAIA",NULL
"GALEN HOLDINGS ADR","GALN",NULL
"GALLERY OF HIST","HIST",NULL
"GALYANS TRADING","GLYN",NULL
"GAMETECH INTL","GMTC","0001045014"
"GARDEN FRESH","LTUS",NULL
"GARMIN","GRMN","0001121788"
"GART SPORTS","GRTS",NULL
"GATEWAY FIN HLD","GBTS","0001156953"
"GB & T BANCSHARE","GBTB","0001061068"
"GBC BANCORP","GBCB",NULL
"GEERLINGS WADE","GEER",NULL
"GEHL","GEHL",NULL
"GEMPLUS INTL ADR","GEMP",NULL
"GEMSTAR TV GUIDE","GMSTE",NULL
"GEN COMM STK A","GNCMA",NULL
"GEN PROBE","GPRO",NULL
"GENAERA","GENR",NULL
"GENAISSANCE PHARM","GNSC",NULL
"GENE LOGIC","GLGC","0001043914"
"GENELABS TECHS","GNLB",NULL
"GENENCOR INTL","GCOR",NULL
"GENERAL BEARING","GNRL",NULL
"GENERAL BIND","GBND",NULL
"GENEREX BIOTECH","GNBT",NULL
"GENESEE STK B","GENBB",NULL
"GENESIS HEALTH","GHVI",NULL
"GENESIS MICRO","GNSS",NULL
"GENESYS SA ADR","GNSY",NULL
"GENLYTE","GLYT",NULL
"GENOME THERA","GENE",NULL
"GENTA","GNTA",NULL
"GENTEX","GNTX",NULL
"GENTIVA HEALTH WI","GTIV","0001096142"
"GENUS","GGNS",NULL
"GENVEC","GNVC",NULL
"GENZYME BIOSURG TRK","GZBX",NULL
"GENZYME GEN","GENZ",NULL
"GENZYME MOLECLR TRK","GZMO",NULL
"GEORESOURCES","GEOI",NULL
"GERMAN AMERICAN","GABC",NULL
"GERON","GERN",NULL
"GEVITY HR","GVHR","0001035185"
"GFSB BANCORP","GUPB",NULL
"GIBRALTAR STEEL","ROCK",NULL
"GIGA TRONICS","GIGA",NULL
"GIGAMEDIA","GIGM",NULL
"GILAT SATELLITE","GILTF",NULL
"GILEAD SCIENCES","GILD",NULL
"GISH BIOMEDICAL","GISH",NULL
"GIVEN IMAGING","GIVN",NULL
"GLACIER BANCORP","GBCI",NULL
"GLADSTONE CAP","GLAD",NULL
"GLB BANCORP","GLBK",NULL
"GLB IMAGING SYS","GISX",NULL
"GLBL PAYMT TECH","GPTX",NULL
"GLEN BURNIE BNC","GLBZ",NULL
"GLENAYRE TECH","GEMS",NULL
"GLOBAL E POINT","GEPT",NULL
"GLOBAL IND","GLBL",NULL
"GLOBAL SOURCES","GSOL",NULL
"GLOBECOMM SYS","GCOM",NULL
"GLOBESPANVIRATA","GSPN",NULL
"GLYCOGENESYS","GLGS",NULL
"GMX RSCS","GMXR",NULL
"GOAMERICA","GOAM","0001101268"
"GOLD BANC","GLDB","0001015610"
"GOLDEN ENTER","GLDC",NULL
"GOLDEN STATE VIN STK B","VINT",NULL
"GOLDEN TELECOM","GLDN","0001089874"
"GOOD GUYS","GGUY",NULL
"GOOD TIMES","GTIM",NULL
"GOODYS FAMILY","GDYS",NULL
"GP FIN GALICIA","GGAL",NULL
"GR DEL VALLEY","ALLB",NULL
"GRAND CNTRL FINL","GCFC",NULL
"GRAND TOYS INTL","GRIN",NULL
"GRANITE CITY FD","GCFB",NULL
"GRANITE STATE","GSBI",NULL
"GRANITE STK K","GBTVK",NULL
"GRAPHON","GOJO",NULL
"GREAT AMER BNCP","GTPS",NULL
"GREAT PEE DEE","PEDE",NULL
"GREAT SOUTHERN","GSBC",NULL
"GREATER ATL FINL","GAFC",NULL
"GREATER BAY BANC","GBBK",NULL
"GREATER COMM BP","GFLS",NULL
"GREEN MTN COFFEE","GMCR",NULL
"GREENE CNTY BNCP","GCBC",NULL
"GREG MANNING","GMAI",NULL
"GREKA ENERGY","GRKA",NULL
"GREY GLOBAL GROUP","GREY",NULL
"GRIC COMMS","GRIC","0001059155"
"GRIFFIN LD NURS","GRIF",NULL
"GRILL CONCEPTS","GRIL",NULL
"GRNE CNTY BNCSHR","GCBS",NULL
"GROUP 1 SOFTWARE","GSOF",NULL
"GS FINANCIAL","GSLA","0001029630"
"GSI COMMERCE","GSIC",NULL
"GSI LUMONICS","GSLI",NULL
"GTC BIOTHPTCS","GTCB",NULL
"GTSI","GTSI",NULL
"GUARANTY BANCSH","GNTY",NULL
"GUARANTY FED BNC","GFED","0001046203"
"GUARANTY FINC","GSLC",NULL
"GUILFORD PHARM","GLFD",NULL
"GUITAR CENTER","GTRC","0001021113"
"GULF ISLAND","GIFI","0001031623"
"GULFMARK OFFSHR","GMRK","0001030749"
"GYMBOREE","GYMB",NULL
"GYRODYNE","GYRO",NULL
"H POWER","HPOW",NULL
"H T E","HTEI",NULL
"HABERSHAM","HABC",NULL
"HAGGAR","HGGR",NULL
"HAIN CELESTIAL","HAIN",NULL
"HALL KINION","HAKI",NULL
"HAMSHIRE GRP","HAMP",NULL
"HANARO TELECOM ADR","HANA",NULL
"HANCOCK HOLDING","HBHC",NULL
"HANDSPRING","HAND",NULL
"HANMI FINANCIAL","HAFC","0001109242"
"HANSEN NATURAL","HANS",NULL
"HARBOR FL BNSHR","HARB",NULL
"HARDINGE","HDNG","0000313716"
"HARLEY SVGS FINL","HARL",NULL
"HARLEYSVILLE GRP","HGIC",NULL
"HARLEYSVILLE NAT","HNBC",NULL
"HARMONIC","HLIT",NULL
"HARRINGTON WEST","HWFG",NULL
"HARRIS & HARRIS","TINY",NULL
"HARRIS INTERACT","HPOL",NULL
"HARRODSBURG FST","HFFB",NULL
"HARVARD BIOSCI","HBIO","0001123494"
"HARVEY ELECTR","HRVE",NULL
"HASTINGS ENTERTAINMENT","HAST",NULL
"HAUPPAUGE DIG","HAUP",NULL
"HAVAS ADVERT ADR","HAVS",NULL
"HAWKINS","HWKN",NULL
"HAWTHORNE FIN","HTHR",NULL
"HCB BANCSHARES","HCBB",NULL
"HEADWATERS","HDWR",NULL
"HEALTH MGMT SYS","HMSY","0001196501"
"HEALTHAXIS","HAXS",NULL
"HEALTHCARE SVCS","HCSG",NULL
"HEALTHCARE TECH","HCTL",NULL
"HEALTHETECH","HETC",NULL
"HEALTHEXTRAS","HLEX","0001090403"
"HEALTHSTREAM","HSTM","0001095565"
"HEALTHTRONICS","HTRN",NULL
"HEARTLAND EXPR","HTLD",NULL
"HEI","HEII",NULL
"HEIDRICK STRUGG","HSII","0001066605"
"HELEN OF TROY","HELE",NULL
"HELIX TECHNOLOGY","HELX",NULL
"HEMAGEN DIAGNOST","HMGN",NULL
"HEMLOCK FED FIN","HMLK",NULL
"HEMOSOL","HMSL",NULL
"HENRY SCHEIN","HSIC","0001000228"
"HERITAGE COMMERC","HTBK","0001053352"
"HERITAGE FINL","HFWA","0001046025"
"HERLEY INDS","HRLY",NULL
"HERMAN MILLER","MLHR",NULL
"HERZFELD CARIB","CUBA",NULL
"HESKA","HSKA","0001038133"
"HF FINANCE","HFFC",NULL
"HFB FINANCIAL","HFBA",NULL
"HI FN","HIFN",NULL
"HI TECH PHARM","HITK",NULL
"HIBBETT SPORTING","HIBB",NULL
"HIBERNIA FOODS ADR","HIBNY",NULL
"HICKOK STK A","HICKA",NULL
"HICKORY TECH","HTCO",NULL
"HIGH COUNTRY","HCBC",NULL
"HIGHWAY HLDG","HIHO",NULL
"HINES HORTICULT","HORT","0001003515"
"HINGHAM INSTN","HIFS",NULL
"HIRSCH INTL STK A","HRSH",NULL
"HIVELD ADR","HSVLY",NULL
"HMN FINAN","HMNF",NULL
"HOLIDAY RV","RVEE",NULL
"HOLLIS EDEN PHAR","HEPH",NULL
